문의번호,접수일시,접수월,접수요일,접수시간대,지역,문의채널,문의유형,우선순위,처리상태,처리담당자,처리시간(분),고객만족도,SLA준수
INQ-20243261,2024-01-18 15:42,2024-01,목,15시,경기,카카오톡,배송문의,낮음,처리완료,한승호,17.0,3.0,Y
INQ-20244725,2024-01-18 17:07,2024-01,목,17시,광주,전화,상품문의,낮음,처리완료,박소연,14.0,4.0,Y
INQ-20240712,2024-01-18 20:11,2024-01,목,20시,경기,이메일,계정문의,보통,처리중,윤지아,,,미결
INQ-20241037,2024-01-18 20:50,2024-01,목,20시,부산,채팅,결제문의,보통,처리완료,이재원,12.0,5.0,Y
INQ-20242945,2024-01-18 21:39,2024-01,목,21시,전북,채팅,반품/교환,보통,재문의,김민지,,,미결
INQ-20243375,2024-01-18 21:57,2024-01,목,21시,경기,채팅,반품/교환,높음,처리완료,이재원,4.0,4.0,Y
INQ-20242748,2024-01-18 22:17,2024-01,목,22시,인천,앱,상품문의,보통,처리완료,한승호,10.0,5.0,Y
INQ-20243016,2024-01-18 22:45,2024-01,목,22시,경기,채팅,결제문의,높음,처리완료,김민지,10.0,4.0,Y
INQ-20241416,2024-01-19 00:40,2024-01,금,00시,경기,채팅,상품문의,낮음,처리완료,김민지,9.0,4.0,Y
INQ-20240816,2024-01-19 03:39,2024-01,금,03시,경북,앱,반품/교환,보통,처리완료,박소연,28.0,2.0,Y
INQ-20244434,2024-01-19 04:11,2024-01,금,04시,대구,앱,배송문의,낮음,처리완료,최현우,12.0,3.0,Y
INQ-20243922,2024-01-19 05:32,2024-01,금,05시,대구,전화,반품/교환,보통,처리완료,한승호,28.0,4.0,Y
INQ-20241511,2024-01-19 12:01,2024-01,금,12시,경기,이메일,배송문의,보통,처리완료,정다은,25.0,3.0,N
INQ-20240723,2024-01-19 12:46,2024-01,금,12시,경남,채팅,서비스불만,보통,처리완료,장현석,75.0,5.0,N
INQ-20243396,2024-01-19 12:48,2024-01,금,12시,경기,이메일,배송문의,낮음,처리완료,김민지,7.0,5.0,Y
INQ-20243473,2024-01-19 18:26,2024-01,금,18시,경남,이메일,반품/교환,높음,처리완료,장현석,53.0,5.0,Y
INQ-20242210,2024-01-19 20:49,2024-01,금,20시,경기,전화,계정문의,높음,대기,정다은,,,미결
INQ-20244105,2024-01-19 21:12,2024-01,금,21시,서울,카카오톡,반품/교환,보통,처리완료,윤지아,37.0,5.0,Y
INQ-20240465,2024-01-19 21:51,2024-01,금,21시,경남,채팅,기타,보통,처리완료,윤지아,1.0,4.0,Y
INQ-20243985,2024-01-19 23:21,2024-01,금,23시,서울,채팅,배송문의,보통,처리완료,박소연,13.0,4.0,Y
INQ-20244401,2024-01-20 03:07,2024-01,토,03시,인천,전화,계정문의,보통,처리완료,이재원,16.0,4.0,Y
INQ-20244843,2024-01-20 03:51,2024-01,토,03시,서울,전화,상품문의,높음,대기,한승호,,,미결
INQ-20242082,2024-01-20 04:36,2024-01,토,04시,경남,채팅,기타,보통,처리완료,정다은,8.0,2.0,Y
INQ-20242026,2024-01-20 09:57,2024-01,토,09시,경기,앱,반품/교환,낮음,처리중,이재원,,,미결
INQ-20240162,2024-01-20 11:49,2024-01,토,11시,울산,채팅,상품문의,높음,처리중,정다은,,,미결
INQ-20240614,2024-01-20 13:45,2024-01,토,13시,서울,채팅,결제문의,높음,재문의,박소연,,,미결
INQ-20244503,2024-01-20 14:11,2024-01,토,14시,인천,앱,계정문의,보통,처리중,김민지,,,미결
INQ-20240878,2024-01-20 20:28,2024-01,토,20시,경남,앱,반품/교환,높음,처리중,이재원,,,미결
INQ-20242503,2024-01-20 21:10,2024-01,토,21시,경기,채팅,배송문의,낮음,처리중,최현우,,,미결
INQ-20240375,2024-01-20 21:47,2024-01,토,21시,경남,카카오톡,상품문의,보통,처리완료,최현우,11.0,3.0,Y
INQ-20242121,2024-01-21 05:34,2024-01,일,05시,서울,이메일,상품문의,낮음,처리완료,최현우,4.0,5.0,Y
INQ-20242080,2024-01-21 06:28,2024-01,일,06시,경기,채팅,상품문의,보통,대기,이재원,,,미결
INQ-20240590,2024-01-21 06:59,2024-01,일,06시,대전,이메일,배송문의,낮음,처리완료,최현우,2.0,4.0,Y
INQ-20240916,2024-01-21 06:59,2024-01,일,06시,서울,채팅,결제문의,보통,처리완료,박소연,31.0,3.0,N
INQ-20243223,2024-01-21 10:17,2024-01,일,10시,경남,전화,상품문의,보통,처리완료,김민지,12.0,3.0,Y
INQ-20241733,2024-01-21 10:56,2024-01,일,10시,경기,채팅,반품/교환,낮음,처리중,윤지아,,,미결
INQ-20244641,2024-01-21 14:16,2024-01,일,14시,서울,이메일,반품/교환,보통,처리완료,최현우,21.0,4.0,Y
INQ-20243131,2024-01-21 15:50,2024-01,일,15시,서울,채팅,반품/교환,낮음,처리완료,이재원,39.0,2.0,Y
INQ-20244941,2024-01-21 15:52,2024-01,일,15시,전남,전화,상품문의,보통,처리중,김민지,,,미결
INQ-20240885,2024-01-21 20:54,2024-01,일,20시,경남,채팅,배송문의,낮음,처리완료,김민지,12.0,3.0,Y
INQ-20243617,2024-01-22 06:13,2024-01,월,06시,전북,전화,서비스불만,높음,처리완료,한승호,58.0,3.0,Y
INQ-20243834,2024-01-22 07:56,2024-01,월,07시,서울,앱,배송문의,보통,처리중,한승호,,,미결
INQ-20241842,2024-01-22 08:41,2024-01,월,08시,경기,채팅,상품문의,보통,처리완료,박소연,10.0,3.0,Y
INQ-20241539,2024-01-22 08:57,2024-01,월,08시,서울,채팅,상품문의,높음,처리중,박소연,,,미결
INQ-20240454,2024-01-22 10:54,2024-01,월,10시,부산,전화,계정문의,높음,처리완료,김민지,29.0,4.0,Y
INQ-20241602,2024-01-22 12:31,2024-01,월,12시,강원,채팅,배송문의,낮음,처리완료,윤지아,17.0,5.0,Y
INQ-20242574,2024-01-22 12:34,2024-01,월,12시,인천,전화,상품문의,높음,재문의,박소연,,,미결
INQ-20240715,2024-01-22 13:51,2024-01,월,13시,충북,카카오톡,배송문의,낮음,대기,장현석,,,미결
INQ-20241150,2024-01-22 15:41,2024-01,월,15시,울산,전화,서비스불만,낮음,대기,최현우,,,미결
INQ-20242226,2024-01-22 16:28,2024-01,월,16시,경남,전화,배송문의,보통,처리완료,최현우,5.0,3.0,Y
INQ-20242804,2024-01-22 17:11,2024-01,월,17시,서울,전화,반품/교환,보통,처리완료,윤지아,7.0,3.0,Y
INQ-20240386,2024-01-22 18:02,2024-01,월,18시,부산,전화,반품/교환,보통,처리완료,이재원,64.0,4.0,N
INQ-20241410,2024-01-22 20:55,2024-01,월,20시,경기,카카오톡,배송문의,높음,처리완료,장현석,13.0,4.0,Y
INQ-20241055,2024-01-22 23:47,2024-01,월,23시,경기,전화,반품/교환,보통,처리완료,박소연,48.0,4.0,Y
INQ-20242367,2024-01-23 01:48,2024-01,화,01시,울산,이메일,결제문의,보통,처리중,장현석,,,미결
INQ-20241076,2024-01-23 07:06,2024-01,화,07시,부산,이메일,결제문의,낮음,처리완료,김민지,20.0,4.0,Y
INQ-20240736,2024-01-23 09:54,2024-01,화,09시,경남,전화,배송문의,낮음,처리완료,정다은,35.0,4.0,N
INQ-20244613,2024-01-23 16:08,2024-01,화,16시,경기,이메일,기타,낮음,처리중,김민지,,,미결
INQ-20243246,2024-01-23 16:13,2024-01,화,16시,부산,이메일,결제문의,보통,처리완료,윤지아,4.0,3.0,Y
INQ-20240164,2024-01-23 16:46,2024-01,화,16시,경기,전화,결제문의,보통,처리완료,박소연,17.0,5.0,Y
INQ-20244972,2024-01-23 20:25,2024-01,화,20시,광주,카카오톡,반품/교환,보통,처리완료,최현우,29.0,4.0,Y
INQ-20241606,2024-01-23 20:50,2024-01,화,20시,경북,전화,반품/교환,보통,처리완료,최현우,32.0,3.0,Y
INQ-20243979,2024-01-23 22:38,2024-01,화,22시,충북,카카오톡,상품문의,보통,처리완료,최현우,11.0,4.0,Y
INQ-20242736,2024-01-24 01:51,2024-01,수,01시,부산,전화,반품/교환,높음,처리완료,이재원,33.0,3.0,Y
INQ-20240645,2024-01-24 03:32,2024-01,수,03시,광주,전화,반품/교환,보통,처리완료,윤지아,25.0,5.0,Y
INQ-20241995,2024-01-24 05:23,2024-01,수,05시,광주,카카오톡,계정문의,낮음,처리완료,장현석,34.0,4.0,Y
INQ-20242643,2024-01-24 05:44,2024-01,수,05시,인천,전화,배송문의,보통,처리완료,정다은,5.0,4.0,Y
INQ-20243193,2024-01-24 07:37,2024-01,수,07시,서울,앱,배송문의,높음,재문의,박소연,,,미결
INQ-20242313,2024-01-24 08:39,2024-01,수,08시,경기,카카오톡,상품문의,낮음,처리완료,윤지아,1.0,5.0,Y
INQ-20242920,2024-01-24 10:03,2024-01,수,10시,대구,이메일,상품문의,보통,처리중,박소연,,,미결
INQ-20240628,2024-01-24 11:38,2024-01,수,11시,서울,전화,계정문의,높음,재문의,윤지아,,,미결
INQ-20240002,2024-01-24 12:26,2024-01,수,12시,울산,전화,배송문의,높음,처리완료,최현우,20.0,5.0,Y
INQ-20242437,2024-01-24 15:20,2024-01,수,15시,경기,채팅,결제문의,낮음,대기,김민지,,,미결
INQ-20240971,2024-01-24 15:42,2024-01,수,15시,부산,카카오톡,반품/교환,보통,처리완료,최현우,37.0,5.0,Y
INQ-20241989,2024-01-24 16:49,2024-01,수,16시,경기,이메일,반품/교환,보통,처리완료,장현석,29.0,4.0,Y
INQ-20241269,2024-01-24 18:19,2024-01,수,18시,대전,채팅,배송문의,보통,처리완료,윤지아,26.0,4.0,N
INQ-20240354,2024-01-24 20:16,2024-01,수,20시,경북,이메일,반품/교환,보통,처리중,이재원,,,미결
INQ-20240519,2024-01-24 21:35,2024-01,수,21시,경남,이메일,반품/교환,보통,처리완료,최현우,19.0,3.0,Y
INQ-20240217,2024-01-24 22:58,2024-01,수,22시,인천,채팅,상품문의,보통,재문의,이재원,,,미결
INQ-20244404,2024-01-25 01:32,2024-01,목,01시,인천,채팅,서비스불만,낮음,처리완료,정다은,83.0,4.0,N
INQ-20240598,2024-01-25 02:04,2024-01,목,02시,대전,이메일,반품/교환,높음,처리중,이재원,,,미결
INQ-20241311,2024-01-25 03:20,2024-01,목,03시,서울,채팅,계정문의,낮음,처리완료,윤지아,35.0,4.0,Y
INQ-20243140,2024-01-25 05:04,2024-01,목,05시,부산,이메일,결제문의,보통,처리완료,최현우,33.0,5.0,N
INQ-20244487,2024-01-25 05:49,2024-01,목,05시,경북,채팅,배송문의,높음,처리완료,윤지아,7.0,4.0,Y
INQ-20242863,2024-01-25 07:56,2024-01,목,07시,경기,전화,배송문의,낮음,처리완료,박소연,33.0,3.0,N
INQ-20244642,2024-01-25 10:33,2024-01,목,10시,서울,이메일,배송문의,보통,처리완료,정다은,16.0,4.0,Y
INQ-20242879,2024-01-25 16:32,2024-01,목,16시,대전,전화,반품/교환,보통,처리완료,정다은,20.0,4.0,Y
INQ-20240284,2024-01-25 19:47,2024-01,목,19시,경기,이메일,상품문의,보통,대기,김민지,,,미결
INQ-20244932,2024-01-25 19:48,2024-01,목,19시,부산,전화,상품문의,보통,처리중,최현우,,,미결
INQ-20240813,2024-01-25 20:33,2024-01,목,20시,부산,이메일,반품/교환,보통,처리중,이재원,,,미결
INQ-20241336,2024-01-25 22:59,2024-01,목,22시,경기,앱,배송문의,보통,처리완료,한승호,31.0,3.0,N
INQ-20242176,2024-01-26 01:38,2024-01,금,01시,제주,앱,상품문의,낮음,처리완료,윤지아,7.0,4.0,Y
INQ-20240833,2024-01-26 15:14,2024-01,금,15시,인천,채팅,기타,보통,처리완료,박소연,22.0,5.0,N
INQ-20242725,2024-01-26 18:03,2024-01,금,18시,서울,채팅,반품/교환,높음,처리완료,정다은,42.0,4.0,Y
INQ-20244358,2024-01-26 19:30,2024-01,금,19시,부산,카카오톡,결제문의,보통,처리중,한승호,,,미결
INQ-20244963,2024-01-27 02:31,2024-01,토,02시,경기,전화,상품문의,높음,처리완료,박소연,17.0,4.0,N
INQ-20241204,2024-01-27 04:10,2024-01,토,04시,대구,카카오톡,서비스불만,높음,대기,김민지,,,미결
INQ-20240716,2024-01-27 06:25,2024-01,토,06시,부산,채팅,반품/교환,낮음,처리완료,한승호,56.0,4.0,Y
INQ-20243816,2024-01-27 07:02,2024-01,토,07시,전남,카카오톡,상품문의,높음,처리완료,최현우,6.0,3.0,Y
INQ-20241487,2024-01-27 07:47,2024-01,토,07시,대전,카카오톡,결제문의,보통,처리완료,최현우,29.0,4.0,Y
INQ-20242179,2024-01-27 10:38,2024-01,토,10시,경기,채팅,반품/교환,높음,처리완료,윤지아,64.0,4.0,N
INQ-20240584,2024-01-27 15:12,2024-01,토,15시,경북,이메일,상품문의,높음,재문의,정다은,,,미결
INQ-20241956,2024-01-27 21:25,2024-01,토,21시,경기,전화,결제문의,보통,처리완료,윤지아,7.0,5.0,Y
INQ-20243885,2024-01-27 23:07,2024-01,토,23시,서울,전화,배송문의,보통,대기,정다은,,,미결
INQ-20244086,2024-01-27 23:46,2024-01,토,23시,경기,전화,반품/교환,보통,처리완료,장현석,43.0,5.0,Y
INQ-20240725,2024-01-27 23:48,2024-01,토,23시,대전,이메일,상품문의,높음,처리완료,김민지,6.0,4.0,Y
INQ-20241065,2024-01-28 00:42,2024-01,일,00시,경기,전화,서비스불만,보통,처리완료,최현우,44.0,4.0,Y
INQ-20241580,2024-01-28 00:50,2024-01,일,00시,경남,이메일,반품/교환,보통,처리완료,박소연,50.0,4.0,Y
INQ-20243499,2024-01-28 01:10,2024-01,일,01시,부산,채팅,배송문의,낮음,처리중,최현우,,,미결
INQ-20243572,2024-01-28 04:27,2024-01,일,04시,서울,전화,배송문의,보통,재문의,이재원,,,미결
INQ-20244223,2024-01-28 04:32,2024-01,일,04시,서울,이메일,반품/교환,보통,재문의,장현석,,,미결
INQ-20240789,2024-01-28 05:29,2024-01,일,05시,경기,채팅,반품/교환,낮음,처리완료,김민지,44.0,4.0,Y
INQ-20242913,2024-01-28 12:22,2024-01,일,12시,전남,전화,반품/교환,보통,처리완료,윤지아,32.0,4.0,Y
INQ-20243506,2024-01-28 13:15,2024-01,일,13시,경기,전화,결제문의,보통,처리완료,한승호,4.0,5.0,Y
INQ-20240481,2024-01-28 13:58,2024-01,일,13시,광주,이메일,결제문의,보통,처리중,김민지,,,미결
INQ-20244598,2024-01-28 15:12,2024-01,일,15시,서울,카카오톡,배송문의,보통,처리완료,정다은,12.0,4.0,Y
INQ-20242565,2024-01-28 17:03,2024-01,일,17시,강원,전화,계정문의,보통,처리완료,한승호,13.0,3.0,Y
INQ-20243645,2024-01-28 18:47,2024-01,일,18시,서울,전화,상품문의,보통,처리완료,박소연,8.0,5.0,Y
INQ-20240189,2024-01-28 20:41,2024-01,일,20시,서울,채팅,계정문의,보통,처리완료,박소연,52.0,3.0,N
INQ-20240536,2024-01-28 23:06,2024-01,일,23시,충북,전화,배송문의,보통,처리중,최현우,,,미결
INQ-20242281,2024-01-28 23:18,2024-01,일,23시,경북,카카오톡,반품/교환,낮음,대기,윤지아,,,미결
INQ-20241218,2024-01-29 07:30,2024-01,월,07시,서울,전화,배송문의,높음,처리완료,최현우,10.0,4.0,Y
INQ-20242980,2024-01-29 08:47,2024-01,월,08시,경기,이메일,계정문의,보통,처리완료,윤지아,15.0,5.0,Y
INQ-20241454,2024-01-29 09:52,2024-01,월,09시,서울,전화,결제문의,보통,처리완료,최현우,1.0,4.0,Y
INQ-20244419,2024-01-29 10:29,2024-01,월,10시,대구,전화,배송문의,보통,처리완료,한승호,15.0,4.0,Y
INQ-20240570,2024-01-29 19:12,2024-01,월,19시,충남,카카오톡,결제문의,높음,처리중,박소연,,,미결
INQ-20242107,2024-01-29 22:15,2024-01,월,22시,경남,카카오톡,계정문의,낮음,처리중,장현석,,,미결
INQ-20240693,2024-01-29 22:58,2024-01,월,22시,경기,채팅,결제문의,높음,처리완료,정다은,42.0,4.0,N
INQ-20244039,2024-01-30 00:40,2024-01,화,00시,경기,카카오톡,상품문의,높음,대기,최현우,,,미결
INQ-20242089,2024-01-30 01:08,2024-01,화,01시,대구,채팅,배송문의,보통,처리완료,장현석,18.0,5.0,Y
INQ-20241847,2024-01-30 01:14,2024-01,화,01시,충북,카카오톡,배송문의,높음,처리중,이재원,,,미결
INQ-20240134,2024-01-30 01:57,2024-01,화,01시,충남,전화,반품/교환,보통,처리완료,이재원,16.0,3.0,Y
INQ-20242002,2024-01-30 02:00,2024-01,화,02시,서울,이메일,상품문의,보통,처리완료,장현석,3.0,3.0,Y
INQ-20242724,2024-01-30 03:38,2024-01,화,03시,충남,카카오톡,배송문의,낮음,대기,최현우,,,미결
INQ-20244590,2024-01-30 03:58,2024-01,화,03시,대구,앱,배송문의,보통,재문의,최현우,,,미결
INQ-20241481,2024-01-30 07:35,2024-01,화,07시,경기,앱,결제문의,높음,처리중,김민지,,,미결
INQ-20241905,2024-01-30 07:46,2024-01,화,07시,경기,전화,배송문의,보통,처리완료,김민지,13.0,4.0,Y
INQ-20241711,2024-01-30 09:41,2024-01,화,09시,강원,전화,상품문의,보통,대기,김민지,,,미결
INQ-20244051,2024-01-30 10:00,2024-01,화,10시,대구,카카오톡,배송문의,보통,대기,한승호,,,미결
INQ-20240558,2024-01-30 10:23,2024-01,화,10시,전남,앱,반품/교환,보통,처리중,정다은,,,미결
INQ-20242581,2024-01-30 13:51,2024-01,화,13시,울산,카카오톡,결제문의,보통,처리중,정다은,,,미결
INQ-20244854,2024-01-30 14:10,2024-01,화,14시,강원,전화,배송문의,높음,처리완료,한승호,15.0,3.0,Y
INQ-20241854,2024-01-30 14:19,2024-01,화,14시,울산,전화,배송문의,보통,처리완료,한승호,19.0,4.0,Y
INQ-20242039,2024-01-30 15:39,2024-01,화,15시,서울,전화,배송문의,높음,처리완료,윤지아,8.0,4.0,Y
INQ-20241210,2024-01-30 16:31,2024-01,화,16시,강원,전화,반품/교환,높음,처리완료,최현우,21.0,4.0,Y
INQ-20240076,2024-01-30 16:33,2024-01,화,16시,경기,채팅,서비스불만,높음,처리완료,박소연,63.0,4.0,N
INQ-20244281,2024-01-30 22:54,2024-01,화,22시,광주,이메일,배송문의,높음,재문의,박소연,,,미결
INQ-20240795,2024-01-31 00:15,2024-01,수,00시,서울,전화,계정문의,보통,처리완료,박소연,24.0,4.0,Y
INQ-20243652,2024-01-31 03:49,2024-01,수,03시,대구,채팅,반품/교환,낮음,대기,윤지아,,,미결
INQ-20243260,2024-01-31 04:23,2024-01,수,04시,전북,채팅,반품/교환,높음,처리완료,김민지,49.0,4.0,Y
INQ-20244916,2024-01-31 06:41,2024-01,수,06시,서울,전화,상품문의,보통,처리완료,윤지아,6.0,4.0,Y
INQ-20240930,2024-01-31 07:42,2024-01,수,07시,서울,채팅,배송문의,낮음,처리완료,장현석,14.0,4.0,Y
INQ-20240231,2024-01-31 08:55,2024-01,수,08시,광주,카카오톡,배송문의,보통,처리완료,정다은,15.0,4.0,Y
INQ-20243764,2024-01-31 11:14,2024-01,수,11시,서울,전화,반품/교환,높음,처리완료,김민지,14.0,3.0,Y
INQ-20242927,2024-01-31 13:36,2024-01,수,13시,서울,전화,반품/교환,보통,처리완료,정다은,54.0,4.0,Y
INQ-20243861,2024-01-31 15:10,2024-01,수,15시,대전,전화,배송문의,높음,대기,김민지,,,미결
INQ-20240353,2024-01-31 16:11,2024-01,수,16시,경기,채팅,반품/교환,보통,처리완료,최현우,44.0,5.0,Y
INQ-20243039,2024-01-31 17:03,2024-01,수,17시,경기,전화,상품문의,높음,처리완료,장현석,5.0,4.0,Y
INQ-20241888,2024-01-31 20:48,2024-01,수,20시,울산,채팅,기타,보통,처리완료,정다은,16.0,3.0,Y
INQ-20240635,2024-01-31 22:53,2024-01,수,22시,경기,채팅,상품문의,높음,처리중,이재원,,,미결
INQ-20241852,2024-02-01 02:04,2024-02,목,02시,경기,전화,배송문의,낮음,처리완료,한승호,11.0,4.0,Y
INQ-20240596,2024-02-01 03:36,2024-02,목,03시,부산,카카오톡,반품/교환,낮음,처리완료,정다은,34.0,5.0,Y
INQ-20241953,2024-02-01 03:47,2024-02,목,03시,대전,전화,반품/교환,보통,처리완료,장현석,28.0,3.0,Y
INQ-20240171,2024-02-01 04:17,2024-02,목,04시,인천,이메일,반품/교환,보통,처리완료,윤지아,21.0,4.0,Y
INQ-20242098,2024-02-01 04:34,2024-02,목,04시,경기,전화,상품문의,보통,처리중,박소연,,,미결
INQ-20240214,2024-02-01 05:12,2024-02,목,05시,서울,채팅,서비스불만,보통,처리완료,김민지,53.0,4.0,Y
